slide_id,Y,Y_hat,p_0,p_1,data_split
1680446,1.0,0.0,0.9999910593032837,8.944624823925551e-06,test
1680481,1.0,1.0,1.142782457463909e-05,0.9999885559082031,test
1680557,1.0,1.0,9.126600161835086e-06,0.9999908208847046,test
1680636,1.0,1.0,1.7589014532859437e-05,0.9999823570251465,test
1683566,0.0,0.0,0.9989907145500183,0.0010093161836266518,test
1683581,0.0,0.0,0.9998020529747009,0.00019799081201199442,test
1683617,0.0,0.0,0.9939491748809814,0.00605083629488945,test
1683839,0.0,0.0,0.9999927282333374,7.228725735330954e-06,test
1683542,0.0,0.0,0.9998729228973389,0.00012705707922577858,test
1683544,0.0,0.0,0.9994211196899414,0.000578915816731751,test
1683559,0.0,0.0,0.9999984502792358,1.5929091432553832e-06,test
1683563,0.0,0.0,0.9999628067016602,3.724516136571765e-05,test
1683869,0.0,0.0,0.9999990463256836,9.40843790431245e-07,test
1683870,0.0,1.0,0.005608927924185991,0.994391143321991,test
