slide_id,Y,Y_hat,p_0,p_1,data_split
1683853,0.0,0.0,0.7668560147285461,0.23314401507377625,train
1683871,1.0,1.0,0.4805414378643036,0.5194585919380188,train
1683872,1.0,0.0,0.7821228504180908,0.2178771048784256,train
1683873,1.0,1.0,0.4043246805667877,0.5956752896308899,train
1683874,1.0,1.0,0.48233312368392944,0.5176669359207153,train
1683875,0.0,0.0,0.9997866749763489,0.000213374660233967,train
1683876,1.0,1.0,0.0016396233113482594,0.9983603358268738,train
1683877,0.0,1.0,0.40983152389526367,0.5901685357093811,train
1680495,1.0,0.0,0.6449221968650818,0.3550778031349182,val
1680497,1.0,0.0,0.8737191557884216,0.12628084421157837,val
1680551,1.0,0.0,0.5026525259017944,0.49734750390052795,val
1683638,0.0,0.0,0.613505482673645,0.38649454712867737,val
1683822,0.0,0.0,0.8920981884002686,0.10790178924798965,val
1683862,0.0,0.0,0.9973680377006531,0.0026319592725485563,val
1632240,1.0,1.0,0.0006272211903706193,0.9993727803230286,test
1632241,1.0,1.0,0.0007071434520184994,0.9992928504943848,test
1660139,1.0,0.0,0.972502589225769,0.02749745547771454,test
1660165,1.0,0.0,0.9579436182975769,0.04205631464719772,test
1661275,1.0,1.0,0.2804052233695984,0.7195947170257568,test
1661276,1.0,1.0,0.4540117383003235,0.5459882616996765,test
1680446,1.0,0.0,0.5926908254623413,0.4073092043399811,test
1680481,1.0,0.0,0.6462407112121582,0.353759229183197,test
1680557,1.0,0.0,0.5084385275840759,0.4915614724159241,test
1680636,1.0,0.0,0.8218055963516235,0.17819440364837646,test
1683566,0.0,0.0,0.8776018023490906,0.12239819765090942,test
1683581,0.0,0.0,0.5481759905815125,0.4518239498138428,test
1683617,0.0,0.0,0.5107454657554626,0.48925450444221497,test
1683839,0.0,0.0,0.9482402205467224,0.05175977572798729,test
1683542,0.0,0.0,0.5601707696914673,0.43982917070388794,test
1683544,0.0,0.0,0.590133786201477,0.40986618399620056,test
1683559,0.0,0.0,0.6845499873161316,0.3154500126838684,test
1683563,0.0,0.0,0.5229170918464661,0.4770829379558563,test
1683869,0.0,0.0,0.5342185497283936,0.4657815098762512,test
1683870,0.0,0.0,0.6201096177101135,0.3798903822898865,test
